user_id,days_passed_last_trip,days_passed_last_dropoff_trip,days_passed_last_failed_trip,days_passed_last_rider_cancel_trip,days_passed_last_driver_cancel_trip,numbers_of_dropoff_trips_last9m,numbers_of_failed_trips_last9m,numbers_of_trips_canceled_by_rider_last9m,numbers_of_trips_canceled_by_driver_last9m,numbers_of_trips_charged_cancelation_fee_last9m,total_spending_last9m,total_cancelation_fee_last9m,total_distance_last9m,total_duration_last9m,avg_distance_last9m,avg_duration_last9m,avg_rider_score_last9m,is_last_trip_dropoff,is_last_trip_failed,is_last_trip_canceled_by_rider,is_last_trip_canceled_by_driver,label
1e44c0fd0a266c3719ff30410bab774f,98,98.0,0.0,0.0,0.0,3,0,0,0,0,11126.0,0.0,33470.0,498.0,12340.0,247.0,5.0,1,0,0,0,1
1e639fc120efea2675ac138ebeac4c2f,93,93.0,0.0,0.0,0.0,7,0,0,0,0,25695.0,0.0,64890.0,6465.0,5010.0,873.0,5.0,1,0,0,0,0
1f045a6f9a422abfdcf50e5d06990044,136,136.0,0.0,0.0,0.0,1,0,0,0,0,7085.0,0.0,26990.0,23.0,26990.0,23.0,0.0,1,0,0,0,1
1f045a6f9a422abfdcf50e5d069c30e6,138,138.0,138.0,0.0,0.0,1,1,0,0,0,1816.0,0.0,3490.0,839.0,1745.0,419.5,4.0,1,1,0,0,1
1f644b70aa0241070b84ca26fdfe8054,249,0.0,0.0,249.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.663370363448667,0,0,1,0,1
1f644b70aa0241070b84ca26fdff597e,107,107.0,0.0,107.0,0.0,38,0,9,0,0,77198.0,0.0,168939.0,13022.0,2930.0,200.0,4.973684210526316,1,0,1,0,0
2143904421a8aae5624f862140eb9336,272,272.0,0.0,0.0,0.0,1,0,0,0,0,9950.0,0.0,14003.0,8564.0,14003.0,8564.0,4.663370363448667,1,0,0,0,1
21dba41a31dc9cb4c64f978c65d53503,274,274.0,0.0,304.0,0.0,1,0,1,0,0,6714.0,0.0,19969.0,388.0,9984.5,194.0,5.0,1,0,0,0,1
21e419d489fcb15878a1ca05f800abd4,248,248.0,0.0,248.0,0.0,1,0,1,0,0,1700.0,0.0,4512.0,229.0,2256.0,114.5,5.0,1,0,1,0,1
21e419d489fcb15878a1ca05f89cbce5,127,127.0,0.0,233.0,164.0,4,0,1,1,0,41909.0,0.0,78835.0,20602.0,11148.5,2224.5,5.0,1,0,0,0,0
